"","authors","title","year_3","donwscaling_approach","allocation_method","downscaling_scale","location_name","control_variable","variable_description","variable_extra_description","response_variable","response_ecosystem","global_limit_considered","time_serie","year_15","boundary_percapita","territorial_boundary","footprint_percapita","territorial_footprint","overshoot","geographical_extent","grain_resolution","environmental_performance","data_reference","social_policy_involved","observations","boundary_studied","variables_considered_for_quantification","publication_year","year","x28"
"1","Røkås T.; Gómez-Baggethun E.","Defining a safe and just operating space for the Norwegian economy","2025","top down","inter- and intra-generational sharing principle","country","norway","GHG emissions to stay within 1.5C","The remaining cumulative greenhouse gas emissions (excluding land cover changes) for a 50 % chance to stay below 1.5 °C by 2055 compared with pre-industrial level","CO2 budget adopted for Norway is an equal (per capita) share of the predicted world population between 1990 and 2055 (Statistics Norway; UN, 2019), accounting for accumulated emissions from 1990 to 2019 (Gütschow et al., 2021) and a carbon budget for a 50 % chance of staying within temperature rise of 1.5 °C equal to 500Gt CO2 (IPCC, 2021).",NA,NA,NA,"1990-2000",NA,NA,"1129 Mt CO2e",NA,"2413 Mt CO2e",NA,NA,NA,"consumption-based","Eora MRIO; IPCC, 2021; PRIMAP; Statistics Norway; United Nations, 2019",NA,"To measure emissions, we used consumption-based accounts (CBA) (Lenzen et al., 2012, Lenzen et al., 2013). inter- and intra-generational sharing principle (Dao et al., 2018)","Climate change",NA,NA,NA,NA
"2","Røkås T.; Gómez-Baggethun E.","Defining a safe and just operating space for the Norwegian economy","2025","top down","inter- and intra-generational sharing principle","country","norway","GHG emissions to stay within 1.5C","The remaining cumulative greenhouse gas emissions (excluding land cover changes) for a 50 % chance to stay below 1.5 °C by 2055 compared with pre-industrial level","CO2 budget adopted for Norway is an equal (per capita) share of the predicted world population between 1990 and 2055 (Statistics Norway; UN, 2019), accounting for accumulated emissions from 1990 to 2019 (Gütschow et al., 2021) and a carbon budget for a 50 % chance of staying within temperature rise of 1.5 °C equal to 500Gt CO2 (IPCC, 2021).",NA,NA,NA,"1990-2000",NA,NA,"1129 Mt CO2e",NA,"1655 Mt CO2e",NA,NA,NA,"production-based","Eora MRIO; IPCC, 2021; PRIMAP; Statistics Norway; United Nations, 2019",NA,"To measure emissions, we used both production-based accounts (PBA) (Statistics Norway, 2023b). inter- and intra-generational sharing principle (Dao et al., 2018)","Climate change",NA,NA,NA,NA
"567","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","china","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"13.0791 GtCO2-eq","5.59","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"568","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","cyprus","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0151 GtCO2-eq","7.50","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"569","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","Czechia","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.1272 GtCO2-eq","7.12","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"570","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","germany","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.9260 GtCO2-eq","6.65","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"571","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","denmark","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0683 GtCO2-eq","7.01","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"572","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","estonia","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0205 GtCO2-eq","9.24","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"573","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","spain","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.3348 GtCO2-eq","4.24","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"574","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","finland","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0750 GtCO2-eq","8.11","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"575","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","france","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.4390 GtCO2-eq","3.91","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"576","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","united kingdom","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.5709 GtCO2-eq","5.10","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"577","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","greece","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.1569 GtCO2-eq","8.74","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"578","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","croatia","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0243 GtCO2-eq","3.57","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"579","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","hungary","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0740 GtCO2-eq","4.52","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"580","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","indonesia","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"1.1760 GtCO2-eq","2.60","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"581","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","ireland","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0858 GtCO2-eq","10.39","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"582","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","india","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"3.8357 GtCO2-eq","1.68","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"583","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","italy","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.4107 GtCO2-eq","4.07","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"584","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","japan","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"1.3218 GtCO2-eq","6.25","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"585","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","south korea","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.7083 GtCO2-eq","8.18","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"586","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","lithuania","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0257 GtCO2-eq","5.50","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"587","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","luxembourg","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0111 GtCO2-eq","10.73","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"588","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","latvia","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0161 GtCO2-eq","5.04","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"589","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","malta","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0019 GtCO2-eq","2.30","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"590","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","mexico","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.7368 GtCO2-eq","3.45","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"591","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","netherlands","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.2111 GtCO2-eq","7.27","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
"592","VÃ¡zquez D.; GalÃ¡n-MartÃ­n Ã.; Tulus V.; GuillÃ©n-GosÃ¡lbez G.","Level of decoupling between economic growth and environmental pressure on Earth-system processes","2023",NA,"equal share per capita","country","norway","GHG emissions","pressure indicators, such as GHG emissions (including CO2, CH4, N2O, SF6, and aggregated HFCs and PFCs) measured as kg CO2 equivalent using characterization factors to kgCO2eq/kg",NA,NA,NA,"1473 GtCO2eq in 2010",NA,"2019",NA,NA,NA,"0.0882 GtCO2-eq","9.85","Global; 44 countries + 5 RoW regions (EXIOBASE v3.8.2)","Country–sector level (MRIO-based)","production-based","1-s2.0-S2352550923002531-mmc2.xlsx",NA,"they consider the GHG emissions available in Exiobase","Climate change",NA,NA,NA,NA
